stationintlid, stationalphaid , canregcode, stationname, latdegmin, latitudecardinaldirection , londegmin, longitudecardinaldirection , stationelevation, terrainelevation, dataavailabilitycode, stationreliabilityflag
'68056',NULL,NULL,'SELIBE-PHIKWE, BW',2203,'S',2749,'E',939,939,'1','1'
'68070','FBSP',NULL,'SELEBI-PHIKWE, BW',2203,'S',2749,'E',892,NULL,'1','1'
'68098','FYWB',NULL,'WALVIS BAY AIRPORT, NM',2259,'S',1439,'E',88,88,'1','1'
'68100',NULL,NULL,'SWAKOPMUND, NA',2241,'S',1431,'E',12,12,'2','1'
'68102',NULL,NULL,'SITRUSDAL',1956,'S',1623,'E',NULL,1341,'1','1'
'68104',NULL,NULL,'WALVIS BAY (PELICAN POINT)',2253,'S',1426,'E',0,7,'2','1'
'68106','FYGO',NULL,'GOBABEB, NM',2334,'S',1503,'E',400,407,'2','1'
'68108',NULL,NULL,'UIS',2114,'S',1451,'E',800,835,'1','1'
'68109',NULL,NULL,'BITTERWASSER, NAMIBIA',2352,'S',1800,'E',NULL,1274,'1','1'
'68110','FYWW',NULL,'WINDHOEK',2234,'S',1706,'E',1700,1728,'3','1'
'68112','FYWH',NULL,'HOSEA KUTAKO INTnullL AIRPORT',2229,'S',1728,'E',1700,1715,'1','1'
'68114',NULL,NULL,'OMARURU',2125,'S',1556,'E',1217,1217,'1','1'
'68116','FAGB',NULL,'GOBABIS, NM',2228,'S',1858,'E',1400,1440,'1','1'
'68148','FBMP',NULL,'MAHALAPYE, BW',2305,'S',2648,'E',1006,991,'3','1'
'68155','FAER',NULL,'LEPHALALE, ZA (AUT)',2341,'S',2742,'E',839,839,'1','1'
'68159',NULL,NULL,'CUMBERLAND, ZA',2358,'S',2655,'E',857,857,'1','1'
'68162',NULL,NULL,'MARNITZ, ZA',2309,'S',2813,'E',848,948,'1','1'
'68163',NULL,NULL,'MARKEN, ZA (AUT)',2336,'S',2823,'E',996,996,'1','1'
'68171',NULL,NULL,'ALLDAYS, ZA',2241,'S',2906,'E',839,839,'1','1'
'68174','FAPB',NULL,'POLOKWANE, ZA',2352,'S',2927,'E',1226,1226,'3','1'
'68176',NULL,NULL,'MARA',2309,'S',2934,'E',897,897,'1','1'
'68178','FALT',NULL,'LOUIS TRICHARDT',2309,'S',2942,'E',937,NULL,'1','1'
'68181',NULL,NULL,'TSHIPISE, ZA (AUT)',2237,'S',3010,'E',527,527,'2','1'
'68182',NULL,NULL,'LEVUBU',2305,'S',3017,'E',706,706,'1','1'
'68183','FATH',NULL,'THOHOYANDOU AIRPORT,NP, ZA',2305,'S',3023,'E',614,614,'1','1'
'68184',NULL,NULL,'LYDENBURG, ZA',2506,'S',3028,'E',1425,1425,'1','1'
'68185',NULL,NULL,'LYDENBURG, RA (AUT)',2507,'S',3029,'E',1433,1433,'1','1'
'68188',NULL,NULL,'TZANEEN-GRENSHOEK, ZA',2346,'S',3004,'E',896,896,'1','1'
'68190',NULL,NULL,'PHALABORWA, ZA',2356,'S',3109,'E',400,400,'2','1'
'68191','FAPH',NULL,'PHALABORWA, ZA (AUT)',2356,'S',3109,'E',407,407,'2','1'
'68192',NULL,NULL,'THOHOYANDOU, ZA',2258,'S',3030,'E',600,600,'1','1'
'68194',NULL,NULL,'PAFURI, ZA',2227,'S',3119,'E',202,202,'2','1'
'68196',NULL,NULL,'PUNDA MARIA, ZA',2241,'S',3101,'E',457,NULL,'2','1'
'68212',NULL,NULL,'HARDAP',2432,'S',1756,'E',1100,1108,'1','1'
'68220',NULL,NULL,'KHUTSE, BW (AUT)',2340,'S',2410,'E',NULL,1100,'1','1'
'68226','FBTE',NULL,'TSHANE, BW',2401,'S',2153,'E',1100,1118,'3','1'
'68234','FBJW',NULL,'JWANENG, BW',2436,'S',2440,'E',1200,1189,'3','1'
'68239',NULL,NULL,'POMFRET, ZA',2550,'S',2332,'E',1181,1181,'1','1'
'68240','FBSK',NULL,'SERETSE KHAMA INT. AIRPORT, BW',2433,'S',2555,'E',NULL,1005,'3','1'
'68241',NULL,NULL,'MADIKWE GAME RESERVE, ZA (AUT)',2441,'S',2612,'E',1027,1027,'1','1'
'68242','FAMM',NULL,'MAFIKENG WO, ZA (AUT)',2549,'S',2533,'E',1281,1281,'3','1'
'68243',NULL,NULL,'DOORNLAAGTE, ZA',2436,'S',2631,'E',946,946,'1','1'
'68244','FBGR',NULL,'GABERONE, BW',2440,'S',2555,'E',1000,983,'3','1'
'68252',NULL,NULL,'RUSTENBURG, ZA',2543,'S',2718,'E',1160,1160,'3','1'
'68253','FATI',NULL,'THABAZIMBI  (AUT)',2435,'S',2725,'E',977,977,'1','1'
'68255','FARG',NULL,'RUSTENBURG, ZA (AUT)',2539,'S',2714,'E',1150,1150,'1','1'
'68257','FAPN',NULL,'PILANESBERG, ZA (AUT)',2516,'S',2714,'E',1085,1085,'1','1'
'68261',NULL,NULL,'BOLEPI HOUSE, ZA (AUT)',2549,'S',2815,'E',1517,1517,'1','1'
'68262','FAPR',NULL,'PRETORIA EENDRACHT, ZA (AUT)',2545,'S',2811,'E',1308,1308,'3','1'
'68263','FAIR',NULL,'PRETORIA (IRENE)',2555,'S',2813,'E',1526,1526,'3','1'
'68264',NULL,NULL,'WATERKLOOF SAAF, ZA',2550,'S',2813,'E',1500,1500,'1','1'
'68265','FAGC',NULL,'GRAND CENTRAL, ZA (AUT)',2559,'S',2808,'E',1621,1621,'1','1'
'68267','FAEO',NULL,'ERMELO, ZA (AUT)',2630,'S',2959,'E',1769,1769,'1','1'
'68268',NULL,NULL,'WARMBAD TOWOOMBA, ZA (AUT)',2454,'S',2820,'E',1143,1143,'3','1'
'68269',NULL,NULL,'PRETORIA - UNISA (AUT)',2546,'S',2812,'E',1439,1439,'1','1'
'68271',NULL,NULL,'KOPANE (AUT)',2412,'S',2900,'E',1097,1097,'1','1'
'68272',NULL,NULL,'OUDESTAD',2511,'S',2920,'E',949,953,'1','1'
'68273','FAWI',NULL,'WITBANK, ZA (AUT)',2550,'S',2911,'E',1548,1548,'1','1'
'68275',NULL,NULL,'RIETVALLEI, ZA',2543,'S',2956,'E',1698,1698,'1','1'
'68276',NULL,NULL,'POTGIETERSRUS, ZA',2411,'S',2901,'E',1118,1118,'1','1'
'68277',NULL,NULL,'MIDDELBURG DAM, ZA',2546,'S',2933,'E',1527,1527,'1','1'
'68282',NULL,NULL,'BELFAST, ZA',2542,'S',3002,'E',1879,1879,'1','1'
'68285',NULL,NULL,'BELFAST, ZA (AUT)',2542,'S',3002,'E',1879,NULL,'1','1'
'68287',NULL,NULL,'GRASKOP  (AUT)',2456,'S',3051,'E',1436,1436,'1','1'
'68288','FANS',NULL,'NELSPRUIT',2526,'S',3059,'E',700,671,'1','1'
'68289',NULL,NULL,'NELSPRUIT  (AUT)',2530,'S',3055,'E',883,883,'1','1'
'68290',NULL,NULL,'HOEDSPRUIT SAAF, ZA',2422,'S',3102,'E',500,500,'2','1'
'68291','FAHS',NULL,'HOEDSPRUIT, ZA (AUT)',2421,'S',3103,'E',524,531,'2','1'
'68292',NULL,NULL,'FLEUR DE LYS, ZA',2432,'S',3102,'E',620,620,'1','1'
'68295',NULL,NULL,'SKUKUZA AWS, ZA (AUT)',2459,'S',3135,'E',150,NULL,'2','1'
'68296',NULL,NULL,'SKUKUZA, ZA',2459,'S',3136,'E',263,263,'2','1'
'68297',NULL,NULL,'KOMATIDRAAI (AUT)',2531,'S',3154,'E',183,183,'2','1'
'68298',NULL,NULL,'LOMAHASHA, SZ (AUT)',2559,'S',3159,'E',NULL,570,'2','1'
'68299',NULL,NULL,'PIGGS PEAK, SZ (AUT)',2558,'S',3115,'E',NULL,1099,'1','1'
'68300',NULL,NULL,'LUDERITZ(DIAZ POINT)',2638,'S',1506,'E',0,23,'2','1'
'68312','FYKT',NULL,'KEETMANSHOOP',2632,'S',1807,'E',1100,1067,'1','1'
'68320','FBWD',NULL,'WERDA, BW',2516,'S',2315,'E',1000,1046,'3','1'
'68322',NULL,NULL,'TWEE RIVIEREN',2628,'S',2037,'E',879,879,'1','1'
'68325',NULL,NULL,'GOOD HOPE, BW',2527,'S',2525,'E',1000,1275,'3','1'
'68328','FBTS',NULL,'TSABONG, BW',2603,'S',2227,'E',1000,960,'3','1'
'68329',NULL,NULL,'VAN ZYLSRUS, ZA (AUT)',2653,'S',2203,'E',938,930,'1','1'
'68330',NULL,NULL,'VANZYLSRUS, ZA',2653,'S',2203,'E',900,900,'1','1'
'68331','FASS',NULL,'KATHU, ZA (AUT)',2740,'S',2301,'E',1186,1186,'1','1'
'68332',NULL,NULL,'KURUMAN, ZA',2728,'S',2326,'E',1318,1318,'1','1'
'68333',NULL,NULL,'KURUMAN, ZA (AUT)',2727,'S',2327,'E',1315,1315,'1','1'
'68335',NULL,NULL,'TAUNG, ZA (AUT)',2733,'S',2446,'E',1110,1100,'1','1'
'68338','FAVB',NULL,'VRYBURG, ZA',2657,'S',2438,'E',1234,1234,'1','1'
'68341','FALI',NULL,'LICHTENBURG, ZA (AUT)',2608,'S',2610,'E',1485,1485,'1','1'
'68342',NULL,NULL,'OTTOSDAL, ZA',2649,'S',2601,'E',1498,1498,'1','1'
'68343',NULL,NULL,'BLOEMHOF, ZA (AUT)',2739,'S',2537,'E',1228,1228,'1','1'
'68344',NULL,NULL,'PLESSISDRAAI, ZA',2759,'S',2608,'E',1254,1254,'1','1'
'68345','FAWM',NULL,'WELKOM, ZA (AUT)',2800,'S',2640,'E',1343,1343,'1','1'
'68346',NULL,NULL,'WELKOM, ZA',2800,'S',2640,'E',1341,1341,'1','1'
'68347','FAKD',NULL,'KLERKSDORP, ZA (AUT)',2654,'S',2637,'E',1322,1322,'1','1'
'68349',NULL,NULL,'VENTERSDROP, ZA (AUT)',2619,'S',2649,'E',1494,1493,'1','1'
'68350','FAPS',NULL,'POTCHEFSTROOM, ZA (AUT)',2644,'S',2704,'E',1349,1349,'1','1'
'68351',NULL,NULL,'POTCHEFSTROOM SAAF, ZA',2640,'S',2706,'E',1400,1400,'1','1'
'68352',NULL,NULL,'KROONSTAD, ZA',2740,'S',2715,'E',1350,1350,'1','1'
'68353','FAVV',NULL,'VEREENIGING, ZA (AUT)',2634,'S',2757,'E',1479,1479,'1','1'
'68355','FAKS',NULL,'KROONSTAD, ZA (AUT)',2738,'S',2714,'E',1434,1432,'1','1'
'68361','FAJB',NULL,'JOHANNESBURG BOT. TUINE, ZA (AUT)',2609,'S',2800,'E',1624,1624,'1','1'
'68362','FAFF',NULL,'FRANKFORT-TNK, ZA',2716,'S',2830,'E',1503,1503,'1','1'
'68363','FASI',NULL,'SPRINGS, ZA (AUT)',2612,'S',2826,'E',1592,1592,'1','1'
'68368','FAJS',NULL,'JOHANNESBURG INTNL. AIRPORT, ZA',2609,'S',2814,'E',1695,1694,'1','1'
'68370','FBET',NULL,'BETHAL, ZA',2628,'S',2927,'E',1640,1640,'1','1'
'68371',NULL,NULL,'HEIDELBERG, ZA',2631,'S',2822,'E',632,632,'1','1'
'68375',NULL,NULL,'VREDE, ZA (AUT)',2726,'S',2910,'E',1670,1669,'1','1'
'68377','FANC',NULL,'NEWCASTLE, ZA (AUT)',2746,'S',2959,'E',1238,1238,'1','1'
'68378',NULL,NULL,'NEWCASTLE, ZA',2744,'S',2955,'E',1235,1235,'1','1'
'68380','FACL',NULL,'CAROLINA, ZA',2604,'S',3007,'E',1700,1700,'1','1'
'68387','FAVY',NULL,'VRYHEID, ZA (AUT)',2747,'S',3048,'E',1163,1163,'1','1'
'68388',NULL,NULL,'PIET RETIEF, ZA',2702,'S',3048,'E',1238,1238,'1','1'
'68390',NULL,NULL,'MAYIWANE, SZ (AUT)',2553,'S',3130,'E',NULL,480,'2','1'
'68391',NULL,NULL,'MBABANE, SZ (AUT)',2620,'S',3108,'E',NULL,1193,'1','1'
'68392','FDNH',NULL,'NHLANGANO, SZ (AUT)',2703,'S',3113,'E',1074,1102,'1','1'
'68393','FDLV',NULL,'LAVUMISA, SZ (AUT)',2716,'S',3149,'E',172,315,'2','1'
'68395',NULL,NULL,'HLATHIKHULU, SZ (AUT)',2658,'S',3119,'E',NULL,1190,'1','1'
'68396','FDMS',NULL,'MANZINI/MATSAPA AIRPORT, SZ',2632,'S',3118,'E',NULL,641,'1','1'
'68397',NULL,NULL,'MBAZWANA AIRFIELD, ZA (AUT)',2728,'S',3235,'E',61,60,'2','1'
'68398','FDST',NULL,'SITEKI, SZ (AUT)',2626,'S',3157,'E',656,667,'1','1'
'68399',NULL,NULL,'BIG BEND, SZ (AUT)',2651,'S',3155,'E',NULL,94,'2','1'
'68400',NULL,NULL,'MAKATINI, ZA',2723,'S',3211,'E',63,63,'2','1'
'68403','FAAB',NULL,'ALEXANDER BAY, ZA (AUT)',2834,'S',1632,'E',25,21,'2','1'
'68406',NULL,NULL,'ALEXANDER BAY, ZA',2834,'S',1632,'E',21,21,'2','1'
'68408',NULL,NULL,'PORT NOLLOTH, ZA',2914,'S',1652,'E',9,NULL,'2','1'
'68411',NULL,NULL,'VIOOLSDRIF, ZA (AUT)',2846,'S',1737,'E',187,187,'2','1'
'68416',NULL,NULL,'POFADDER, ZA',2908,'S',1923,'E',990,NULL,'1','1'
'68424','FAUP',NULL,'UPINGTON, ZA',2825,'S',2116,'E',835,835,'3','1'
'68425',NULL,NULL,'AUGRABIES FALLS, ZA (AUT)',2836,'S',2021,'E',635,635,'1','1'
'68429',NULL,NULL,'POSTMASBURG, ZA (AUT)',2821,'S',2305,'E',1321,1321,'1','1'
'68438','FAKM',NULL,'KIMBERLEY, ZA (AUT)',2848,'S',2446,'E',1196,1196,'1','1'
'68442','FABL',NULL,'BLOEMFONTEIN AIRPORT, ZA (AUT)',2906,'S',2618,'E',1353,1353,'3','1'
'68443',NULL,NULL,'BLOEMFONTEIN CITY, ZA (AUT)',2907,'S',2611,'E',1406,1406,'1','1'
'68447',NULL,NULL,'GLEN COLLEGE AWS, ZA (AUT)',2857,'S',2620,'E',1303,NULL,'1','1'
'68449',NULL,NULL,'FICKSBURG, ZA (AUT)',2849,'S',2754,'E',1614,1613,'1','1'
'68452',NULL,NULL,'MOKHOTLONG, LS',2916,'S',2908,'E',2195,2200,'1','1'
'68454','FXMU',NULL,'MASERU-MIA, LS',2927,'S',2733,'E',1628,1631,'1','1'
'68456',NULL,NULL,'QACHAnullS NEK, LS',3004,'S',2842,'E',1950,1970,'1','1'
'68461','FABM',NULL,'BETHLEHEM, ZA (AUT)',2815,'S',2820,'E',1687,1686,'3','1'
'68462',NULL,NULL,'BETHLEHEM, ZA',2810,'S',2846,'E',1600,1600,'1','1'
'68471',NULL,NULL,'VAN REENEN, ZA (AUT)',2822,'S',2923,'E',1680,1680,'1','1'
'68474',NULL,NULL,'ROYAL NATIONAL PARK, ZA (AUT)',2841,'S',2857,'E',1392,1392,'1','1'
'68475',NULL,NULL,'ESHOWE, ZA',2853,'S',3127,'E',487,487,'2','1'
'68476',NULL,NULL,'LADYSMITH, ZA',2834,'S',2946,'E',1100,1100,'1','1'
'68478',NULL,NULL,'ESTCOURT, ZA (AUT)',2901,'S',2952,'E',1144,1144,'1','1'
'68479','FALY',NULL,'LADYSMITH, ZA (AUT)',2834,'S',2946,'E',1069,1069,'1','1'
'68481',NULL,NULL,'PONGOLA, ZA (AUT)',2725,'S',3136,'E',312,312,'2','1'
'68485',NULL,NULL,'MOOI RIVER, ZA (AUT)',2913,'S',3000,'E',1393,1393,'1','1'
'68487','FAGY',NULL,'GREYTOWN, ZA (AUT)',2905,'S',3036,'E',1029,1029,'1','1'
'68488',NULL,NULL,'BABANANGO, ZA (AUT)',2822,'S',3113,'E',770,770,'1','1'
'68491',NULL,NULL,'CHARTERS CREEK, ZA (AUT)',2812,'S',3225,'E',8,8,'2','1'
'68493','FAUL',NULL,'ULUNDI, ZA (AUT)',2818,'S',3125,'E',524,524,'2','1'
'68494',NULL,NULL,'MANDINI, ZA',2909,'S',3124,'E',112,112,'2','1'
'68495','FARB',NULL,'RICHARDS BAY, ZA (AUT)',2844,'S',3205,'E',36,35,'2','1'
'68497',NULL,NULL,'MTUNZINI, ZA (AUT)',2857,'S',3142,'E',38,38,'2','1'
'68498',NULL,NULL,'RICHARD S BAY, ZA',2848,'S',3206,'E',0,0,'2','1'
'68499',NULL,NULL,'SHAKAS KRAAL, ZA',2927,'S',3112,'E',48,48,'2','1'
'68512','FASB',NULL,'SPRINGBOK, ZA (AUT)',2940,'S',1753,'E',1006,1006,'3','1'
'68513',NULL,NULL,'KOINGNAAS, ZA (AUT)',3011,'S',1717,'E',99,99,'2','1'
'68514',NULL,NULL,'HENKRIES, ZA (AUT)',2858,'S',1806,'E',415,NULL,'2','1'
'68515',NULL,NULL,'GARIES-GROENRIVIER, ZA (AUT)',3051,'S',1734,'E',17,17,'2','1'
'68523',NULL,NULL,'BRANDVLEI, ZA (AUT)',3028,'S',2029,'E',922,922,'1','1'
'68524',NULL,NULL,'VANWYKSVLEI, ZA (AUT)',3021,'S',2149,'E',962,962,'1','1'
'68527',NULL,NULL,'PRIESKA, ZA (AUT)',2940,'S',2244,'E',949,949,'1','1'
'68528',NULL,NULL,'PRIESKA, ZA',2940,'S',2245,'E',946,946,'1','1'
'68530',NULL,NULL,'DOUGLAS, ZA',2904,'S',2345,'E',995,995,'1','1'
'68536',NULL,NULL,'DE AAR, ZA',3039,'S',2401,'E',1247,1247,'1','1'
'68538','FADY',NULL,'DE AAR, ZA (AUT)',3040,'S',2400,'E',1286,1286,'3','1'
'68541',NULL,NULL,'FAURESMITH, ZA (AUT)',2927,'S',2511,'E',1387,1387,'1','1'
'68542',NULL,NULL,'FAURESMITH, ZA',2946,'S',2519,'E',1372,1372,'1','1'
'68543',NULL,NULL,'GARIEP DAM, ZA (AUT)',3032,'S',2532,'E',1272,NULL,'1','1'
'68545',NULL,NULL,'VENTERSTAD, ZA',3047,'S',2548,'E',1283,1283,'1','1'
'68546','FAAN',NULL,'ALIWAL NORTH PLAATKOP, ZA',3050,'S',2653,'E',1347,1347,'1','1'
'68549',NULL,NULL,'WEPENER, ZA (AUT)',2954,'S',2652,'E',1420,1420,'1','1'
'68550',NULL,NULL,'WEPENER, ZA',2944,'S',2702,'E',1438,1438,'1','1'
'68558',NULL,NULL,'BARKLY EAST (CAERLEON), ZA (AUT)',3056,'S',2736,'E',1818,1825,'1','1'
'68564',NULL,NULL,'SHEEPRUN, ZA',3059,'S',2823,'E',1328,1328,'1','1'
'68570',NULL,NULL,'MATATIELE, ZA',3021,'S',2848,'E',1490,1490,'1','1'
'68572',NULL,NULL,'SHALEBURN, ZA (AUT)',2947,'S',2921,'E',1609,1609,'1','1'
'68575',NULL,NULL,'IXOPO, ZA (AUT)',3009,'S',3004,'E',937,937,'1','1'
'68577',NULL,NULL,'KOKSTAD, ZA (AUT)',3030,'S',2924,'E',1443,NULL,'1','1'
'68579',NULL,NULL,'PADDOCK, ZA (AUT)',3045,'S',3016,'E',515,515,'1','1'
'68580',NULL,NULL,'CEDARA, ZA (AUT)',2933,'S',3016,'E',1071,1071,'1','1'
'68581','FAPM',NULL,'PIETERMARITZBURG, ZA (AUT)',2938,'S',3024,'E',673,673,'1','1'
'68582',NULL,NULL,'ORIBI AIRPORT, ZA (AUT)',2939,'S',3024,'E',721,739,'1','1'
'68583',NULL,NULL,'MOUNT EDGECOMBE, ZA (AUT)',2942,'S',3103,'E',94,94,'2','1'
'68584',NULL,NULL,'PORT SHEPSTONE, ZA',3044,'S',3027,'E',17,17,'2','1'
'68585',NULL,NULL,'PENNINGTON SOUTH, ZA (AUT)',3024,'S',3041,'E',15,NULL,'2','1'
'68587',NULL,NULL,'PORT EDWARD, ZA (AUT)',3104,'S',3014,'E',11,11,'2','1'
'68588','FADN',NULL,'DURBAN INTL AIRPORT, ZA (AUT)',2958,'S',3057,'E',14,8,'2','1'
'68589',NULL,NULL,'GIANTS CASTLE, ZA (AUT)',2916,'S',2931,'E',1762,1762,'1','1'
'68591','FAMG',NULL,'MARGATE, ZA (AUT)',3051,'S',3020,'E',154,154,'2','1'
'68592',NULL,NULL,'KING SHAKA INTL APT, ZA',2936,'S',3107,'E',109,109,'2','1'
'68593','FAVG',NULL,'DURBAN-VIRGINIA, ZA (AUT)',2946,'S',3103,'E',14,8,'2','1'
'68613',NULL,NULL,'LAMBERTS BAT NORTIER, ZA (AUT)',3202,'S',1820,'E',94,94,'2','1'
'68614','FAVR',NULL,'VREDENDAL, ZA (AUT)',3140,'S',1830,'E',32,NULL,'2','1'
'68618','FACV',NULL,'CALVINIA, ZA (AUT)',3129,'S',1946,'E',975,975,'1','1'
'68619',NULL,NULL,'NIEUWOUDTVILLE, ZA (AUT)',3121,'S',1905,'E',731,731,'1','1'
'68624',NULL,NULL,'FRASERBURG, ZA (AUT)',3155,'S',2130,'E',1267,1267,'1','1'
'68630',NULL,NULL,'VICTORIA/WEST, ZA',245,'N',3220,'E',1105,1105,'1','1'
'68633',NULL,NULL,'NOUPOORT, ZA (AUT)',3111,'S',2458,'E',1495,1495,'1','1'
'68638',NULL,NULL,'MIDDELBURG, ZA',3129,'S',2502,'E',1300,1300,'1','1'
'68647',NULL,NULL,'QUEENSTOWN, ZA (AUT)',3155,'S',2653,'E',1104,1104,'1','1'
'68648',NULL,NULL,'QUEENSTOWN, ZA',3154,'S',2652,'E',1094,1094,'1','1'
'68649',NULL,NULL,'JAMESTOWN, ZA (AUT)',3107,'S',2648,'E',1602,1602,'1','1'
'68651',NULL,NULL,'ELLIOT, ZA (AUT)',3120,'S',2751,'E',1463,1463,'1','1'
'68657',NULL,NULL,'COFIMVABA, ZA (AUT)',3159,'S',2735,'E',970,NULL,'1','1'
'68668','FAUT',NULL,'UMTATA, ZA (AUT)',3132,'S',2840,'E',747,747,'1','1'
'68671',NULL,NULL,'MAZEPPA BAY, ZA (AUT)',3227,'S',2838,'E',45,NULL,'2','1'
'68673',NULL,NULL,'BUTTERWORTH, ZA (AUT)',3215,'S',2807,'E',573,NULL,'2','1'
'68674','FAPJ',NULL,'CAPE HERMES, ZA',3138,'S',2933,'E',47,47,'2','1'
'68677',NULL,NULL,'COFFEE BAY, ZA (AUT)',3157,'S',2908,'E',161,NULL,'2','1'
'68711',NULL,NULL,'CLANWILLIAM, ZA (AUT)',3211,'S',1853,'E',102,102,'2','1'
'68712',NULL,NULL,'CAPE COLUMBINE, ZA',3250,'S',1751,'E',67,63,'2','1'
'68713',NULL,NULL,'PAARL, ZA (AUT)',3343,'S',1858,'E',103,103,'2','1'
'68714','FALW',NULL,'LANGEBAANWEG, ZA (AUT)',3258,'S',1810,'E',31,31,'2','1'
'68715',NULL,NULL,'MALMESBURY, ZA (AUT)',3328,'S',1843,'E',102,102,'2','1'
'68717',NULL,NULL,'PORTERVILLE, ZA (AUT)',3301,'S',1859,'E',122,122,'2','1'
'68718',NULL,NULL,'ROBERTSON, ZA',3348,'S',1954,'E',204,203,'2','1'
'68719',NULL,NULL,'EXCELSIOR, ZA (AUT)',3258,'S',1926,'E',958,958,'1','1'
'68722',NULL,NULL,'SUTHERLAND, ZA (AUT)',3224,'S',2040,'E',1458,1458,'1','1'
'68723',NULL,NULL,'LAINGSBURG, ZA (AUT)',3312,'S',2052,'E',656,655,'1','1'
'68727','FABY',NULL,'BEAUFORT WEST, ZA (AUT)',3221,'S',2235,'E',899,899,'1','1'
'68728',NULL,NULL,'BEAUFORT WEST MET, ZA',3221,'S',2235,'E',842,842,'1','1'
'68736',NULL,NULL,'GRAAFF REINET, ZA',3215,'S',2432,'E',754,754,'1','1'
'68737',NULL,NULL,'GRAAFF-REINET, ZA (AUT)',3212,'S',2433,'E',784,791,'1','1'
'68742',NULL,NULL,'SOMERSET EAST, ZA',3244,'S',2535,'E',720,720,'3','1'
'68744',NULL,NULL,'CRADOCK-MUN, ZA (AUT)',3210,'S',2538,'E',926,926,'1','1'
'68747',NULL,NULL,'FORT BEAUFORT, ZA (AUT)',3247,'S',2638,'E',455,455,'2','1'
'68752','FABE',NULL,'BISHO, ZA (AUT)',3254,'S',2717,'E',590,596,'1','1'
'68754',NULL,NULL,'DOHNE, ZA',3231,'S',2728,'E',901,899,'1','1'
'68811',NULL,NULL,'GEELBEK, ZA (AUT)',3312,'S',1807,'E',7,7,'2','1'
'68813',NULL,NULL,'ROBBEN ISLAND, ZA (AUT)',3348,'S',1822,'E',2,2,'2','1'
'68814',NULL,NULL,'DASSEN ISLAND, ZA',3326,'S',1805,'E',7,4,'2','1'
'68815',NULL,NULL,'LANGEBAAN, ZA',3305,'S',1801,'E',6,6,'2','1'
'68816','FACT',NULL,'CAPE TOWN INTNL AIRPORT, ZA (AUT)',3358,'S',1836,'E',42,46,'2','1'
'68817',NULL,NULL,'CAPE TOWN-PORTNET, ZA (AUT)',3355,'S',1827,'E',6,6,'2','1'
'68818',NULL,NULL,'TOUWS RIVER, ZA',3321,'S',2003,'E',782,782,'1','1'
'68819',NULL,NULL,'MOLTENO RESERVIOR, ZA (AUT)',3356,'S',1825,'E',97,97,'2','1'
'68821',NULL,NULL,'WORCESTER, ZA (AUT)',3340,'S',1925,'E',199,199,'2','1'
'68823',NULL,NULL,'PRINS ALBERT, ZA',3311,'S',2201,'E',544,544,'2','1'
'68825',NULL,NULL,'LADISMITH, ZA (AUT)',3330,'S',2117,'E',538,537,'2','1'
'68826',NULL,NULL,'OUDTSHOORN, ZA (AUT)',3336,'S',2211,'E',328,NULL,'2','1'
'68827',NULL,NULL,'YSTERPLANT(SAAFB), ZA',3354,'S',1830,'E',16,16,'2','1'
'68828','FAGG',NULL,'GEORGE AIRPORT, ZA (AUT)',3401,'S',2223,'E',191,NULL,'2','1'
'68832',NULL,NULL,'WILLOWMORE, ZA',3317,'S',2330,'E',840,840,'1','1'
'68833',NULL,NULL,'JOUBERTINA, ZA (AUT)',3350,'S',2352,'E',546,545,'1','1'
'68835',NULL,NULL,'PATENSIE, ZA (AUT)',3346,'S',2449,'E',101,99,'2','1'
'68837',NULL,NULL,'NGQURA (COEGA), ZA (AUT)',3348,'S',2540,'E',46,46,'2','1'
'68839',NULL,NULL,'UITENHAGE, ZA (AUT)',3343,'S',2526,'E',157,158,'2','1'
'68840',NULL,NULL,'SOMERSET EAST, ZA (AUT)',3303,'S',2543,'E',506,506,'2','1'
'68841',NULL,NULL,'ADDO ELEPHANT PARK, ZA (AUT)',3327,'S',2545,'E',143,NULL,'2','1'
'68842','FAPE',NULL,'PORT ELIZABETH, ZA (AUT)',3359,'S',2637,'E',63,NULL,'2','1'
'68843',NULL,NULL,'PORT ALFRED AIRPORT, ZA (AUT)',3334,'S',2653,'E',84,85,'2','1'
'68845',NULL,NULL,'BIRD ISLAND, ZA (AUT)',3350,'S',2617,'E',3,NULL,'2','1'
'68847',NULL,NULL,'PORT ALFRED, ZA',3336,'S',2653,'E',37,37,'2','1'
'68849',NULL,NULL,'GRAHAMSTOWN, ZA (AUT)',3317,'S',2630,'E',642,642,'1','1'
'68858','FAEL',NULL,'EAST LONDON, ZA (AUT)',3302,'S',2750,'E',116,NULL,'2','1'
'68902','FATC',NULL,'TRISTAN DA CUNHA IL',3703,'S',1219,'W',23,NULL,'2','1'
'68903',NULL,NULL,'UNKNOWN',3700,'S',1218,'W',51,NULL,'2','1'
'68906',NULL,NULL,'GOUGH ISLAND, ZA (AUT)',4021,'S',953,'W',54,NULL,'2','1'
'68911',NULL,NULL,'STRAND, ZA (AUT)',3408,'S',1851,'E',10,NULL,'2','1'
'68912',NULL,NULL,'SLANGKOP, ZA',3409,'S',1819,'E',8,8,'2','1'
'68915',NULL,NULL,'CAPE POINT, ZA (AUT)',3421,'S',1829,'E',231,224,'2','1'
'68916',NULL,NULL,'CAPE POINT, ZA',3421,'S',1829,'E',244,228,'2','1'
